SalesOrderID,OrderDate,DueDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID
49980,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49980,,10-4030-015027,15027
49981,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49981,,10-4030-015032,15032
49982,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49982,,10-4030-014406,14406
49983,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49983,,10-4030-015179,15179
49984,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49984,,10-4030-025115,25115
49985,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49985,,10-4030-011339,11339
49986,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49986,,10-4030-021582,21582
49987,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49987,,10-4030-015204,15204
49988,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49988,,10-4030-015120,15120
49989,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49989,,10-4030-015130,15130
49990,2013-03-09 00:00:00,2013-03-21 00:00:00,SO49990,,10-4030-015180,15180
49991,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49991,,10-4030-027211,27211
49992,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49992,,10-4030-027240,27240
49993,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49993,,10-4030-017781,17781
49994,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49994,,10-4030-017799,17799
49995,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49995,,10-4030-021060,21060
49996,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49996,,10-4030-012735,12735
49997,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49997,,10-4030-012736,12736
49998,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49998,,10-4030-012808,12808
49999,2013-03-10 00:00:00,2013-03-22 00:00:00,SO49999,,10-4030-014392,14392
50000,2013-03-10 00:00:00,2013-03-22 00:00:00,SO50000,,10-4030-027116,27116
50001,2013-03-10 00:00:00,2013-03-22 00:00:00,SO50001,,10-4030-015183,15183
50002,2013-03-10 00:00:00,2013-03-22 00:00:00,SO50002,,10-4030-024170,24170
50003,2013-03-10 00:00:00,2013-03-22 00:00:00,SO50003,,10-4030-026796,26796
50004,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50004,,10-4030-027228,27228
50005,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50005,,10-4030-017848,17848
50006,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50006,,10-4030-020896,20896
50007,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50007,,10-4030-015181,15181
50008,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50008,,10-4030-015122,15122
50009,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50009,,10-4030-025111,25111
50010,2013-03-11 00:00:00,2013-03-23 00:00:00,SO50010,,10-4030-024171,24171
50011,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50011,,10-4030-027232,27232
50012,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50012,,10-4030-027255,27255
50013,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50013,,10-4030-017979,17979
50014,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50014,,10-4030-017833,17833
50015,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50015,,10-4030-019254,19254
50016,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50016,,10-4030-020870,20870
50017,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50017,,10-4030-021056,21056
50018,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50018,,10-4030-020876,20876
50019,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50019,,10-4030-026235,26235
50020,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50020,,10-4030-012738,12738
50021,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50021,,10-4030-012839,12839
50022,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50022,,10-4030-012712,12712
50023,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50023,,10-4030-015780,15780
50024,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50024,,10-4030-027406,27406
50025,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50025,,10-4030-014386,14386
50026,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50026,,10-4030-015205,15205
50027,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50027,,10-4030-024272,24272
50028,2013-03-12 00:00:00,2013-03-24 00:00:00,SO50028,,10-4030-024273,24273
50029,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50029,,10-4030-027195,27195
50030,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50030,,10-4030-027234,27234
50031,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50031,,10-4030-019421,19421
50032,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50032,,10-4030-013896,13896
50033,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50033,,10-4030-012713,12713
50034,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50034,,10-4030-015129,15129
50035,2013-03-13 00:00:00,2013-03-25 00:00:00,SO50035,,10-4030-024270,24270
50036,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50036,,10-4030-027212,27212
50037,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50037,,10-4030-016289,16289
50038,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50038,,10-4030-017784,17784
50039,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50039,,10-4030-018000,18000
50040,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50040,,10-4030-015043,15043
50041,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50041,,10-4030-015841,15841
50042,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50042,,10-4030-015770,15770
50043,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50043,,10-4030-014398,14398
50044,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50044,,10-4030-024162,24162
50045,2013-03-14 00:00:00,2013-03-26 00:00:00,SO50045,,10-4030-026924,26924
50046,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50046,,10-4030-016404,16404
50047,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50047,,10-4030-016408,16408
50048,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50048,,10-4030-019197,19197
50049,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50049,,10-4030-012745,12745
50050,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50050,,10-4030-015035,15035
50051,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50051,,10-4030-015127,15127
50052,2013-03-15 00:00:00,2013-03-27 00:00:00,SO50052,,10-4030-027206,27206
50053,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50053,,10-4030-017811,17811
50054,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50054,,10-4030-016412,16412
50055,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50055,,10-4030-019479,19479
50056,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50056,,10-4030-015842,15842
50057,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50057,,10-4030-015834,15834
50058,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50058,,10-4030-014414,14414
50059,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50059,,10-4030-014415,14415
50060,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50060,,10-4030-015151,15151
50061,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50061,,10-4030-024166,24166
50062,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50062,,10-4030-024172,24172
50063,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50063,,10-4030-024175,24175
50064,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50064,,10-4030-024271,24271
50065,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50065,,10-4030-015044,15044
50066,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50066,,10-4030-024242,24242
50067,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50067,,10-4030-026923,26923
50068,2013-03-16 00:00:00,2013-03-28 00:00:00,SO50068,,10-4030-026797,26797
50069,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50069,,10-4030-017972,17972
50070,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50070,,10-4030-012624,12624
50071,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50071,,10-4030-012853,12853
50072,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50072,,10-4030-015036,15036
50073,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50073,,10-4030-015862,15862
50074,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50074,,10-4030-027117,27117
50075,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50075,,10-4030-015170,15170
50076,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50076,,10-4030-024169,24169
50077,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50077,,10-4030-024244,24244
50078,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50078,,10-4030-024251,24251
50079,2013-03-17 00:00:00,2013-03-29 00:00:00,SO50079,,10-4030-024252,24252
50080,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50080,,10-4030-027239,27239
50081,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50081,,10-4030-019434,19434
50082,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50082,,10-4030-020874,20874
50083,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50083,,10-4030-019446,19446
50084,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50084,,10-4030-012548,12548
50085,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50085,,10-4030-024164,24164
50086,2013-03-18 00:00:00,2013-03-30 00:00:00,SO50086,,10-4030-024174,24174
50087,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50087,,10-4030-021613,21613
50088,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50088,,10-4030-016393,16393
50089,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50089,,10-4030-017778,17778
50090,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50090,,10-4030-019423,19423
50091,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50091,,10-4030-019436,19436
50092,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50092,,10-4030-011378,11378
50093,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50093,,10-4030-015781,15781
50094,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50094,,10-4030-015184,15184
50095,2013-03-19 00:00:00,2013-03-31 00:00:00,SO50095,,10-4030-015178,15178
50096,2013-03-20 00:00:00,2013-04-01 00:00:00,SO50096,,10-4030-017978,17978
50097,2013-03-20 00:00:00,2013-04-01 00:00:00,SO50097,,10-4030-019447,19447
50098,2013-03-20 00:00:00,2013-04-01 00:00:00,SO50098,,10-4030-015843,15843
50099,2013-03-20 00:00:00,2013-04-01 00:00:00,SO50099,,10-4030-015852,15852
50100,2013-03-20 00:00:00,2013-04-01 00:00:00,SO50100,,10-4030-014385,14385
50101,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50101,,10-4030-016310,16310
50102,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50102,,10-4030-013898,13898
50103,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50103,,10-4030-015827,15827
50104,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50104,,10-4030-014394,14394
50105,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50105,,10-4030-025113,25113
50106,2013-03-21 00:00:00,2013-04-02 00:00:00,SO50106,,10-4030-027299,27299
50107,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50107,,10-4030-027254,27254
50108,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50108,,10-4030-017974,17974
50109,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50109,,10-4030-016268,16268
50110,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50110,,10-4030-019441,19441
50111,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50111,,10-4030-024250,24250
50112,2013-03-22 00:00:00,2013-04-03 00:00:00,SO50112,,10-4030-026917,26917
50113,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50113,,10-4030-027235,27235
50114,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50114,,10-4030-027256,27256
50115,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50115,,10-4030-017764,17764
50116,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50116,,10-4030-017825,17825
50117,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50117,,10-4030-017893,17893
50118,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50118,,10-4030-021044,21044
50119,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50119,,10-4030-013907,13907
50120,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50120,,10-4030-015040,15040
50121,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50121,,10-4030-015042,15042
50122,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50122,,10-4030-015844,15844
50123,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50123,,10-4030-015778,15778
50124,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50124,,10-4030-027114,27114
50125,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50125,,10-4030-015209,15209
50126,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50126,,10-4030-015135,15135
50127,2013-03-23 00:00:00,2013-04-04 00:00:00,SO50127,,10-4030-024176,24176
50128,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50128,,10-4030-027227,27227
50129,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50129,,10-4030-017990,17990
50130,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50130,,10-4030-019284,19284
50131,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50131,,10-4030-019426,19426
50132,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50132,,10-4030-021053,21053
50133,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50133,,10-4030-011345,11345
50134,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50134,,10-4030-015028,15028
50135,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50135,,10-4030-015037,15037
50136,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50136,,10-4030-015845,15845
50137,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50137,,10-4030-015865,15865
50138,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50138,,10-4030-014413,14413
50139,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50139,,10-4030-015182,15182
50140,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50140,,10-4030-024161,24161
50141,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50141,,10-4030-024179,24179
50142,2013-03-24 00:00:00,2013-04-05 00:00:00,SO50142,,10-4030-026920,26920
50143,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50143,,10-4030-027205,27205
50144,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50144,,10-4030-019459,19459
50145,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50145,,10-4030-019283,19283
50146,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50146,,10-4030-013897,13897
50147,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50147,,10-4030-027429,27429
50148,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50148,,10-4030-015771,15771
50149,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50149,,10-4030-015134,15134
50150,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50150,,10-4030-026919,26919
50151,2013-03-25 00:00:00,2013-04-06 00:00:00,SO50151,,10-4030-026967,26967
50152,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50152,,10-4030-017768,17768
50153,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50153,,10-4030-021092,21092
50154,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50154,,10-4030-013904,13904
50155,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50155,,10-4030-015030,15030
50156,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50156,,10-4030-015038,15038
50157,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50157,,10-4030-015121,15121
50158,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50158,,10-4030-015133,15133
50159,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50159,,10-4030-024165,24165
50160,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50160,,10-4030-015873,15873
50161,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50161,,10-4030-024247,24247
50162,2013-03-26 00:00:00,2013-04-07 00:00:00,SO50162,,10-4030-026918,26918
50163,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50163,,10-4030-027250,27250
50164,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50164,,10-4030-017765,17765
50165,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50165,,10-4030-017977,17977
50166,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50166,,10-4030-019467,19467
50167,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50167,,10-4030-013905,13905
50168,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50168,,10-4030-015033,15033
50169,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50169,,10-4030-015041,15041
50170,2013-03-27 00:00:00,2013-04-08 00:00:00,SO50170,,10-4030-024257,24257
50171,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50171,,10-4030-016288,16288
50172,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50172,,10-4030-017773,17773
50173,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50173,,10-4030-025121,25121
50174,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50174,,10-4030-024168,24168
50175,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50175,,10-4030-024178,24178
50176,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50176,,10-4030-016273,16273
50177,2013-03-28 00:00:00,2013-04-09 00:00:00,SO50177,,10-4030-026795,26795
50178,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50178,,10-4030-027257,27257
50179,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50179,,10-4030-017769,17769
50180,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50180,,10-4030-017777,17777
50181,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50181,,10-4030-019257,19257
50182,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50182,,10-4030-021067,21067
50183,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50183,,10-4030-020912,20912
50184,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50184,,10-4030-011340,11340
50185,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50185,,10-4030-012657,12657
50186,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50186,,10-4030-014412,14412
50187,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50187,,10-4030-015150,15150
50188,2013-03-29 00:00:00,2013-04-10 00:00:00,SO50188,,10-4030-026922,26922
50189,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50189,PO19923188059,10-4020-000018,29955
50190,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50190,PO19459170067,10-4020-000334,30115
50191,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50191,PO19546193423,10-4020-000206,29888
50192,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50192,PO19227162823,10-4020-000210,29539
50193,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50193,PO18821190133,10-4020-000686,29986
50194,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50194,PO19024167954,10-4020-000124,29952
50195,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50195,PO19198175870,10-4020-000653,30108
50196,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50196,PO18734189502,10-4020-000449,30085
50197,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50197,PO17777156799,10-4020-000208,29988
50198,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50198,PO17400169446,10-4020-000150,29662
50199,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50199,PO17748185472,10-4020-000102,29946
50200,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50200,PO17806151620,10-4020-000101,29677
50201,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50201,PO16849190451,10-4020-000198,29554
50202,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50202,PO17313159260,10-4020-000389,29680
50203,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50203,PO17603125956,10-4020-000012,29627
50204,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50204,PO16733169352,10-4020-000533,30074
50205,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50205,PO16762191475,10-4020-000259,29865
50206,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50206,PO16414158832,10-4020-000236,29997
50207,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50207,PO16878115745,10-4020-000115,29949
50208,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50208,PO15689114248,10-4020-000328,30117
50209,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50209,PO15573136083,10-4020-000487,30045
50210,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50210,PO15631112842,10-4020-000043,29935
50211,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50211,PO15254183241,10-4020-000377,29684
50212,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50212,PO15051162285,10-4020-000207,29540
50213,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50213,PO15370194449,10-4020-000381,30055
50214,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50214,PO15196120916,10-4020-000258,30094
50215,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50215,PO14529171237,10-4020-000289,29571
50216,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50216,PO14558158414,10-4020-000002,29816
50217,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50217,PO14500116814,10-4020-000650,30107
50218,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50218,PO14442144367,10-4020-000127,29953
50219,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50219,PO13601184388,10-4020-000310,30023
50220,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50220,PO13311179597,10-4020-000301,30026
50221,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50221,PO13572116484,10-4020-000527,30076
50222,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50222,PO13427181046,10-4020-000638,30103
50223,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50223,PO12789143538,10-4020-000677,29983
50224,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50224,PO12731112971,10-4020-000247,29869
50225,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50225,PO12702153410,10-4020-000175,29712
50226,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50226,PO12499165634,10-4020-000078,29703
50227,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50227,PO11948114238,10-4020-000564,29505
50228,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50228,PO11629145611,10-4020-000396,30060
50229,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50229,PO10991189322,10-4020-000570,29503
50230,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50230,PO11542120242,10-4020-000062,29798
50231,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50231,PO11571129150,10-4020-000512,29513
50232,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50232,PO11020171211,10-4020-000336,29789
50233,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50233,PO10469158272,10-4020-000335,29558
50234,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50234,PO10150134950,10-4020-000009,29626
50235,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50235,PO10121141993,10-4020-000684,29724
50236,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50236,PO957169818,10-4020-000376,29904
50237,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50237,PO928122277,10-4020-000484,30044
50238,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50238,PO609198092,10-4020-000492,29757
50239,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50239,PO638156203,10-4020-000280,29780
50240,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50240,PO754129966,10-4020-000645,29835
50241,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50241,PO18908114626,10-4020-000164,29717
50242,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50242,PO1595193228,10-4020-000426,29601
50243,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50243,PO1769116006,10-4020-000540,30009
50244,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50244,PO1508168261,10-4020-000430,29618
50245,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50245,PO1914152990,10-4020-000066,29699
50246,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50246,PO1827174701,10-4020-000317,29698
50247,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50247,PO1653112420,10-4020-000598,30032
50248,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50248,PO2146187447,10-4020-000354,29515
50249,2013-03-30 00:00:00,2013-04-11 00:00:00,SO50249,PO2320117235,10-4020-000529,29784
